Date,Title,Link,Post ID,Posted Date,Latitude,Longitude
01.02.2025,تفجير طائرة مسيرة انتحارية تابعة للجيش التركي عند سد تشرين دون ورود أنباء عن إصابات,https://syria.liveuamap.com/ar/2025/1-february-14-a-turkish-army-suicide-drone-detonated-at-tishreen,22733926,1 الشهر منذ,36.38313,38.17234
01.02.2025,جنوب سوريا: أفادت الأنباء أن رجلاً أطلق النار على جنود إسرائيليين في منطقة ترنجة (محافظة القنيطرة) الليلة الماضية، ثم داهم جيش  القرية واعتقل رجلين، وهذه هي الحادثة الأولى من نوعها في المنطقة,https://syria.liveuamap.com/ar/2025/1-february-10-south-syria-last-night-a-man-reportedly-opened,22733858,1 الشهر منذ,33.23294,35.84358
01.02.2025,الرئيس المصري يهنئ أحمد الشرع بتوليه منصب رئاسة سوريا خلال المرحلة الانتقالية,https://syria.liveuamap.com/ar/2025/1-february-01-egyptian-president-congratulates-ahmed-alsharaa,22733769,1 الشهر منذ,30.08867,31.31936
01.02.2025,"إذاعة الجيش الإسرائيلي: ""إرهابيون مسلحون"" أطلقوا النار على قوات الجيش الإسرائيلي في المنطقة العازلة في سوريا",https://syria.liveuamap.com/ar/2025/31-january-21-israel-army-radio-armed-militants-opened-fire,22733768,1 الشهر منذ,33.37985,35.83603
01.02.2025,"المرصد السوري: غارات جوية تركية استهدفت بلدة صرين ومحطيها ومحيط سد تشرين وقرقوزاق ومدرسة بقرية خروص في ريف عين العرب ""كوباني""",https://syria.liveuamap.com/ar/2025/31-january-21-turkish-airstrikes-targeted-the-town-of-sarrin,22733748,1 الشهر منذ,36.36592,38.22556
01.02.2025,الطيران الحربي التركي يستهدف بغارات جوية عنيفة مواقع مليشيا قسد في محيط سد_تشرين شرقي حلب.,https://syria.liveuamap.com/ar/2025/31-january-20-turkish-warplanes-target-sdf-positions-in-the,22733729,1 الشهر منذ,36.38231,38.19466
01.02.2025,مصدر في الخارجية التركية لرويترز: وزير الخارجية التركي ونظيره الروسي يبحثان هاتفيا الوضع في سوريا,https://syria.liveuamap.com/ar/2025/31-january-15-the-turkish-foreign-minister-and-his-russian,22733670,1 الشهر منذ,39.91102,32.81633
01.02.2025,القبض على عاطف نجيب ، ابن خالة رئيس النظام البائد بشار الأسد، ورئيس فرع الأمن السياسي السابق في درعا.n نجيب متهم بارتكاب جرائم في بداية الثورة السورية، من بينها اقتلاع أظـ.افـ.ر الأطـ.فال الذين طالبوا بالحرية في درعا من بينهم حمزة_الخطيب,https://syria.liveuamap.com/ar/2025/31-january-14-arrest-of-atef-najib-cousin-of-the-former-regime,22733668,1 الشهر منذ,32.61941,36.10537
01.02.2025,الاتحاد الأوروبي للعربية: نعمل على تعزيز الحضور الأوروبي في سوريا,https://syria.liveuamap.com/ar/2025/31-january-11-eu-we-are-working-to-strengthen-the-european,22733631,1 الشهر منذ,50.83864,4.37557
01.02.2025,استهدفت غارة إسرائيلية، حوالي الساعة الثالثة فجر اليوم الجمعة، الطريق الرئيسي الواصل بين سوريا ولبنان، والذي يربط بلدة الطفيل اللبنانية ببلدة عسال الورد السورية في القلمون الغربي.,https://israelpalestine.liveuamap.com/ar/2025/31-january-10-an-israeli-airstrike-targeted-the-main-road,22733624,1 الشهر منذ,33.84874,36.38054
01.02.2025,"أعلنت القيادة المركزية الأمريكية (CENTCOM) في بيانٍ رسمي عن تنفيذ غارة جوية دقيقة يوم 30 كانون الثاني في شمال غرب سوريا، استهدفت القيادي في جماعة حراس الدين المرتبطة بتنظيم القاعدة، محمد صلاح الزبير  ووفقًا للبيان، أكدت القوات الأمريكية نجاح العملية في تحييد ""الزبير"" الذي وصفته…",https://syria.liveuamap.com/ar/2025/31-january-09-the-us-central-command-centcom-announced-in,22733613,1 الشهر منذ,38.86879,-77.05592
01.02.2025,الجيش الأميركي يقول إنه قتل قياديا بارزا في جماعة حراس الدين التابعة لتنظيم القاعدة في غارة جوية بشمال غرب سوريا,https://syria.liveuamap.com/ar/2025/31-january-08-the-us-military-says-it-has-killed-a-senior,22733591,1 الشهر منذ,38.86818,-77.05553
01.02.2025,وحدات مدفعية تابعة للقوات المسلحة التركية تقصف أهدافاً لقوات سوريا الديمقراطية في منطقة أبو راسين شرقي رأس العين,https://syria.liveuamap.com/ar/2025/31-january-07-turkish-armed-forces-artillery-units-hit-sdf,22733563,1 الشهر منذ,36.84581,40.32944
01.02.2025,شنت طائرة تابعة للتحالف الدولي غارة جوية على هدف قرب بلدة باتبو جنوب سرمدا,https://syria.liveuamap.com/ar/2025/30-january-20-an-international-coalition-aircraft-launched,22733500,1 الشهر منذ,36.13273,36.73759
01.02.2025,الشرع: سنركز في الفترة المقبلة على بناء مؤسسات قوية للدولة لا فساد فيها ولا رشاوى وتحقيق السلم الأهلي وملاحقة ين ممن ولغوا في الدم السوري,https://syria.liveuamap.com/ar/2025/30-january-20-alsharaa-we-will-focus-in-the-coming-period,22733487,1 الشهر منذ,33.51433,36.25059
